Open,O1,H1,L1,V1,O2,H2,L2,V2,O3,H3,L3,V3
164.12,162.62,165.42,162.41,28331540.0,165.67,166.33,161.22,33674960.0,166.84,166.92,164.09,36396590.0
192.42,191.39,192.61,191.15,16859020.0,191.35,191.97,190.21,18069930.0,191.17,192.0,189.77,26580710.0
185.18,178.25,184.25,178.17,56137230.0,175.88,177.5,174.44,33944110.0,175.23,177.75,173.8,66454720.0
220.78,220.24,222.28,219.15,26388050.0,218.5,219.62,215.3,26869880.0,217.79,221.85,217.12,31495630.0
95.02,94.19,94.5,93.01,40323020.0,93.79,94.72,92.59,49979700.0,95.92,96.35,94.1,42288790.0
244.51,242.1,243.24,241.22,19932550.0,241.16,242.2,239.62,22684000.0,237.52,240.99,237.32,22367480.0
141.22,141.88,142.0,140.45,17302160.0,141.41,142.04,141.11,14676420.0,141.48,141.88,140.87,16529130.0
146.87,143.66,146.74,143.66,32203640.0,143.78,144.5,142.2,50264540.0,143.32,144.48,142.21,31642900.0
111.11,94.87,108.8,92.0,161882500.0,110.43,111.9,105.65,127246600.0,114.08,114.35,111.63,68176940.0
296.44,303.67,304.0,285.8,79868850.0,282.28,301.44,277.72,85349340.0,257.26,278.41,256.37,106721200.0
264.89,255.94,270.0,248.0,104618500.0,277.39,281.22,271.86,64094970.0,277.14,286.44,269.37,71322520.0
121.67,120.42,122.1,120.28,32417410.0,119.55,120.1,119.5,23191150.0,120.0,120.81,119.77,21982000.0
156.07,157.05,157.21,155.02,26604140.0,159.28,159.75,156.16,69726440.0,149.1,150.22,148.41,33669020.0
322.57,323.52,324.76,318.95,29706720.0,315.31,319.64,313.63,34154130.0,304.3,313.49,302.22,43496400.0
200.81,203.35,205.08,202.9,17265520.0,203.28,204.44,202.69,11362050.0,201.41,203.13,201.36,16935220.0
98.92,97.39,98.99,97.32,38885980.0,97.41,97.67,96.84,25879680.0,97.17,97.7,97.12,24129530.0
102.83,104.27,104.35,102.75,92143920.0,96.82,97.97,96.42,53454620.0,98.25,98.84,96.92,40290580.0
94.64,94.16,95.21,93.89,42009830.0,94.55,94.7,93.01,46858910.0,92.39,94.39,91.65,61192340.0
200.58,199.13,201.76,197.31,67812280.0,190.3,192.14,189.34,37847260.0,191.9,192.2,189.07,20912890.0
191.55,194.7,196.79,193.6,21674630.0,193.95,195.97,193.39,18253190.0,194.86,196.0,193.6,26932880.0
208.5,204.1,205.72,203.32,15957630.0,207.86,208.55,203.53,25897340.0,205.86,207.19,205.06,26066130.0
102.39,102.37,103.75,101.37,46026600.0,100.58,101.71,100.45,36884490.0,100.51,100.89,99.64,33136130.0
144.71,144.49,146.11,143.16,22052920.0,145.01,146.16,143.62,24725210.0,147.17,148.28,145.38,25674500.0
173.68,168.07,173.1,166.44,36778560.0,168.39,169.92,164.94,40984540.0,170.0,172.68,168.6,41335980.0
113.85,116.44,116.69,114.02,56005550.0,113.25,115.5,112.37,50061580.0,113.63,114.72,113.3,35678360.0
119.55,120.0,120.81,119.77,21982000.0,120.45,120.45,119.73,29922650.0,119.4,120.09,119.37,25554290.0
153.97,153.42,154.43,153.33,20118620.0,154.0,154.24,153.31,21895020.0,153.73,154.35,153.03,19217810.0
116.52,115.59,116.52,115.59,14244050.0,116.35,116.51,115.64,26043820.0,116.8,117.4,116.78,23724430.0
90.0,92.72,92.78,89.47,76183460.0,93.48,93.57,92.46,28641180.0,93.33,93.57,92.11,33653020.0
177.81,176.49,178.94,176.41,26575010.0,175.03,176.19,174.83,21561320.0,174.78,175.84,173.85,25100510.0
300.46,295.06,301.0,294.46,36937800.0,289.17,293.69,286.32,33391990.0,286.25,299.0,285.85,60154180.0
117.33,119.27,119.73,117.34,32445680.0,119.2,119.92,118.85,34135230.0,117.64,119.75,116.76,43233950.0
197.77,198.43,199.26,195.29,21070330.0,198.54,200.16,198.17,18220420.0,198.8,200.85,198.15,47800590.0
135.52,133.47,135.09,133.25,33054500.0,133.08,133.82,132.75,22989980.0,132.46,132.94,132.05,20046250.0
178.5,180.32,180.52,177.81,29334630.0,182.59,183.5,179.24,31464170.0,180.29,182.39,180.21,32191070.0
116.58,111.79,114.21,111.76,49793750.0,110.27,113.28,109.9,62800770.0,113.76,114.02,109.77,84757780.0
176.23,177.95,179.23,176.67,21218410.0,176.42,179.35,176.0,28481170.0,178.92,180.59,177.91,27948160.0
315.03,313.17,316.5,310.32,33843130.0,300.35,307.9,300.21,41587090.0,304.51,309.79,301.53,39732270.0
106.96,107.59,107.69,106.18,26639930.0,109.0,109.0,107.95,13596680.0,107.27,108.85,107.2,32618140.0
163.75,164.8,164.94,163.63,16564340.0,163.64,164.52,163.48,26729940.0,163.8,163.89,162.61,27215770.0
304.3,320.93,322.68,308.29,49897100.0,320.54,324.09,318.75,31685810.0,324.45,327.85,321.38,54149930.0
170.16,172.0,172.0,170.06,39075250.0,174.51,174.95,170.53,41438280.0,177.25,177.3,173.2,51368540.0
180.32,182.59,183.5,179.24,31464170.0,180.29,182.39,180.21,32191070.0,177.96,180.0,177.39,32130360.0
114.31,113.7,114.34,113.13,28508710.0,113.4,113.66,112.69,21400410.0,113.06,114.31,112.63,29707270.0
184.85,183.9,184.1,182.56,23527660.0,182.25,183.3,180.92,30929740.0,180.0,182.67,179.37,32416800.0
177.95,176.42,179.35,176.0,28481170.0,178.92,180.59,177.91,27948160.0,180.2,182.14,178.62,23714690.0
141.48,141.91,142.38,141.05,17775510.0,141.6,142.15,141.01,20320420.0,142.94,143.35,140.06,30341520.0
116.37,116.9,118.07,116.06,59029400.0,120.96,121.81,120.05,33829290.0,121.11,121.81,120.62,33009110.0
110.17,112.83,113.51,107.86,73230280.0,113.85,114.57,112.44,51861990.0,116.44,116.69,114.02,56005550.0
174.94,179.73,180.27,176.55,31096240.0,178.37,181.47,175.51,67678680.0,190.0,190.7,184.99,41626820.0
318.66,316.68,319.52,316.2,27876220.0,315.03,318.52,313.01,25432390.0,313.17,316.5,310.32,33843130.0
202.83,203.12,204.15,202.52,24185530.0,199.54,203.38,198.61,28865310.0,199.46,201.37,198.56,25668330.0
185.26,187.79,187.95,183.54,13954810.0,183.82,187.3,183.42,17675210.0,186.29,187.19,182.91,22551660.0
147.54,145.1,147.2,144.96,33498270.0,144.09,144.3,143.27,20783460.0,143.92,144.16,143.31,14198660.0
121.15,120.93,121.63,120.66,30327110.0,122.14,122.35,121.6,20495340.0,121.67,122.44,121.6,26320740.0
203.06,204.4,205.97,203.86,22010360.0,204.9,205.0,202.12,18612770.0,206.83,207.76,205.12,18463850.0
194.61,193.06,194.85,192.43,16553500.0,192.45,193.66,192.05,18680930.0,190.68,191.96,189.56,15955820.0
347.9,332.14,345.61,332.01,36928090.0,330.25,333.6,327.32,23913630.0,323.35,331.75,323.23,34312550.0
106.48,105.25,107.29,105.21,32345430.0,105.93,107.65,105.14,35454230.0,106.34,106.5,105.19,43607120.0
163.8,160.1,163.12,160.0,29451050.0,160.14,162.0,159.93,25649890.0,159.65,160.56,159.27,25184600.0
96.0,98.84,98.89,96.09,38866100.0,96.67,98.21,96.15,44811800.0,95.02,96.85,94.61,48032600.0
236.36,228.08,228.5,212.61,84188210.0,247.18,251.83,228.0,100423300.0,247.39,252.84,242.61,67964260.0
186.35,185.14,186.33,183.45,33538550.0,187.88,189.22,187.2,18458410.0,190.03,190.16,188.26,61438290.0
193.63,193.07,193.94,192.36,21535570.0,191.64,193.42,191.35,26190620.0,187.99,190.26,187.75,23377690.0
284.69,287.38,288.2,282.35,39281290.0,282.4,286.33,280.63,32788640.0,280.0,288.25,278.05,48748670.0
104.64,107.25,107.27,105.24,52955310.0,107.83,108.76,107.07,42250480.0,107.9,108.3,107.51,26645130.0
172.86,167.41,171.66,167.28,31384720.0,166.96,168.98,165.93,32644590.0,166.11,169.0,164.56,40613260.0
157.23,156.91,157.55,155.27,21175670.0,156.29,157.42,156.2,17633730.0,156.89,157.69,155.5,21888930.0
167.25,173.68,175.15,166.92,39824200.0,168.07,173.1,166.44,36778560.0,168.39,169.92,164.94,40984540.0
98.67,97.22,98.09,96.84,35074380.0,95.87,97.19,95.67,37977020.0,94.64,95.43,94.52,31834020.0
207.36,204.43,207.75,203.9,23286380.0,202.83,204.94,202.34,17841920.0,203.12,204.15,202.52,24185530.0
186.55,184.99,186.22,183.67,28053230.0,185.18,187.67,184.75,42557530.0,178.25,184.25,178.17,56137230.0
312.6,310.06,311.77,304.88,40485010.0,320.25,323.33,317.52,36634380.0,317.92,319.56,315.65,26117990.0
155.84,148.3,157.23,146.72,58133850.0,148.15,151.55,146.59,37169230.0,156.86,158.16,149.63,95497900.0
146.52,145.59,147.49,144.27,45579740.0,147.54,148.09,146.84,44182930.0,145.1,147.2,144.96,33498270.0
174.67,175.94,176.0,174.54,19238480.0,175.69,177.75,173.97,27413060.0,174.28,175.15,172.89,25737560.0
320.93,320.54,324.09,318.75,31685810.0,324.45,327.85,321.38,54149930.0,312.6,318.4,312.19,40558490.0
263.75,282.0,290.82,281.23,56544250.0,295.52,299.55,291.41,46893220.0,296.44,303.4,293.13,54794570.0
138.74,138.95,139.8,138.82,18695500.0,139.06,139.98,138.79,17439210.0,139.37,139.77,138.6,21229890.0
178.61,179.37,180.1,178.25,31087330.0,176.15,179.25,175.07,34260230.0,177.9,179.39,176.14,29512410.0
174.0,167.64,168.5,165.28,39668100.0,169.87,169.94,165.61,33482970.0,167.9,169.65,166.94,35779520.0
234.59,235.09,236.15,233.52,17272900.0,233.37,235.24,233.2,19286690.0,236.39,237.65,234.88,23040480.0
94.55,92.39,94.39,91.65,61192340.0,90.0,91.67,90.0,44223040.0,92.72,92.78,89.47,76183460.0
151.8,150.58,152.44,149.9,21466370.0,149.99,150.44,148.88,25111310.0,151.5,151.74,150.19,17170490.0
203.35,203.28,204.44,202.69,11362050.0,201.41,203.13,201.36,16935220.0,203.17,204.49,200.65,27316740.0
223.82,221.0,223.75,219.76,23430370.0,219.75,222.82,219.7,22811140.0,216.82,221.26,216.63,27581270.0
107.88,108.89,108.95,106.94,60784920.0,112.11,112.3,109.73,46873670.0,111.62,112.39,111.33,25364920.0
192.45,190.68,191.96,189.56,15955820.0,191.78,192.43,190.17,20670830.0,189.69,192.55,189.69,20182050.0
199.54,199.46,201.37,198.56,25668330.0,198.58,199.85,198.01,17524150.0,199.2,200.14,196.21,27738580.0
95.1,98.41,98.65,95.5,52960810.0,96.2,97.71,95.36,79356010.0,97.96,100.48,95.74,63000140.0
210.88,210.62,212.73,210.03,24431920.0,204.28,207.16,203.84,28813620.0,203.46,205.14,199.67,27883360.0
154.18,153.63,153.86,152.46,20088940.0,154.01,155.09,153.91,16216800.0,154.26,154.45,152.72,18631540.0
191.52,191.08,191.84,190.9,12506830.0,189.53,191.41,189.31,18000180.0,188.5,189.78,187.61,18776390.0
176.73,171.51,174.77,170.88,41156140.0,174.24,174.95,170.26,44662320.0,174.94,176.6,172.1,23623970.0
107.01,108.58,108.7,107.18,25184090.0,106.96,109.43,106.86,30912260.0,107.59,107.69,106.18,26639930.0
200.2,195.41,199.56,193.82,33364400.0,196.31,198.07,194.04,35824790.0,197.99,198.65,192.58,52392970.0
133.08,132.46,132.94,132.05,20046250.0,131.65,132.45,131.12,28321440.0,131.35,132.22,131.22,22941650.0
115.66,116.25,116.54,115.44,37080720.0,115.93,116.53,114.42,43218350.0,116.58,116.89,114.86,58279570.0
110.23,110.15,111.88,107.36,76562170.0,112.03,114.53,112.0,56111590.0,112.17,113.31,111.54,53075960.0
159.65,160.43,160.74,158.55,19782170.0,159.07,160.47,158.88,19376940.0,158.23,160.0,158.02,21564890.0
153.84,154.9,154.9,153.31,19906170.0,154.0,154.58,152.91,22930630.0,153.38,153.98,152.63,26892850.0
188.23,188.77,188.84,186.21,23129400.0,186.35,188.5,185.76,19966590.0,188.38,188.88,186.78,15228270.0
113.67,112.21,114.3,111.87,73991000.0,115.66,116.49,113.72,63712340.0,116.25,116.54,115.44,37080720.0
222.3,218.93,222.99,216.76,28802550.0,221.16,221.83,217.27,30280450.0,220.42,222.88,216.84,39494770.0
98.25,99.26,99.3,98.31,28218240.0,99.83,101.0,99.13,32690080.0,100.0,100.46,99.74,26219110.0
120.45,119.4,120.09,119.37,25554290.0,120.0,120.5,119.71,23687350.0,118.34,120.24,118.22,34412090.0
353.25,364.41,365.32,353.02,51314210.0,360.7,365.0,357.57,34380630.0,365.0,368.79,358.52,48155850.0
106.93,106.64,108.09,106.06,30576980.0,107.88,108.0,106.23,32340620.0,108.89,108.95,106.94,60784920.0
263.75,261.13,264.78,261.07,25817590.0,261.55,262.79,260.92,21847230.0,258.3,262.47,258.28,20507460.0
119.4,120.0,120.5,119.71,23687350.0,118.34,120.24,118.22,34412090.0,119.11,119.62,118.81,26083030.0
203.28,201.41,203.13,201.36,16935220.0,203.17,204.49,200.65,27316740.0,198.68,199.5,197.05,31110640.0
149.99,152.02,152.27,150.56,46575410.0,155.8,155.8,152.75,37350060.0,157.9,158.26,153.83,52126240.0
166.96,166.11,169.0,164.56,40613260.0,163.25,166.15,160.23,60800480.0,156.25,158.13,154.11,39914850.0
172.53,170.16,172.3,169.26,25400540.0,170.52,170.59,169.22,25938760.0,171.0,171.85,170.48,16412270.0
135.67,135.52,136.27,134.62,35578640.0,133.47,135.09,133.25,33054500.0,133.08,133.82,132.75,22989980.0
106.27,105.58,106.0,105.28,26781730.0,104.81,105.84,104.77,30148360.0,106.05,106.07,104.0,33770220.0
305.64,303.22,305.17,301.97,28803760.0,300.46,303.24,298.87,35583440.0,295.06,301.0,294.46,36937800.0
223.64,222.21,224.8,220.2,28784550.0,227.96,228.41,220.58,33507770.0,230.78,232.35,226.73,31961120.0
107.12,111.09,111.09,105.83,57097740.0,109.88,111.32,108.05,59118740.0,110.31,111.72,109.7,24129630.0
144.49,145.01,146.16,143.62,24725210.0,147.17,148.28,145.38,25674500.0,145.13,147.16,145.11,35421310.0
167.9,163.89,168.07,163.72,44651420.0,159.29,163.6,158.7,44387770.0,157.23,157.83,156.78,16916650.0
230.05,227.25,230.0,226.63,24435010.0,227.95,229.42,226.35,23171020.0,224.79,225.84,224.02,22560440.0
199.68,196.05,200.29,195.21,26551000.0,192.9,194.96,192.17,14669140.0,191.55,193.59,190.3,18761470.0
177.3,178.61,179.58,177.41,31306390.0,179.37,180.1,178.25,31087330.0,176.15,179.25,175.07,34260230.0
117.88,116.79,117.44,115.72,35041820.0,117.35,117.98,116.75,37512930.0,117.7,118.69,116.2,63963010.0
97.22,95.87,97.19,95.67,37977020.0,94.64,95.43,94.52,31834020.0,94.64,94.64,93.57,30417880.0
145.5,145.87,146.18,144.82,24833800.0,144.73,145.85,144.38,18647220.0,144.11,145.95,143.37,21080580.0
189.69,191.78,191.8,189.93,16365720.0,189.75,191.87,189.2,15515000.0,191.52,192.65,190.42,15009800.0
155.79,155.48,158.13,154.32,33508960.0,154.11,154.48,151.74,25418110.0,154.15,155.14,151.7,23046560.0
211.15,219.19,219.69,206.09,45713690.0,215.9,220.19,212.67,47191700.0,217.71,221.38,216.75,29027340.0
267.78,268.81,271.1,268.5,19723390.0,268.6,270.07,265.86,22632380.0,270.0,270.8,264.91,32182650.0
162.71,163.75,164.25,160.56,29491910.0,164.8,164.94,163.63,16564340.0,163.64,164.52,163.48,26729940.0
95.49,94.44,95.77,94.3,35783320.0,93.97,94.55,93.63,36505420.0,92.9,93.66,92.14,40387960.0
191.39,191.35,191.97,190.21,18069930.0,191.17,192.0,189.77,26580710.0,194.14,194.2,192.34,21329170.0
169.88,170.97,172.48,168.2,34949690.0,172.58,174.23,172.08,26750260.0,164.88,172.01,164.77,34581850.0
203.31,201.85,203.73,201.56,17897140.0,199.2,201.51,198.81,20578020.0,200.81,201.4,198.41,25338630.0
113.29,112.31,114.7,112.31,34324350.0,110.86,112.43,110.6,27049830.0,109.26,111.19,109.16,29976030.0
160.14,159.65,160.56,159.27,25184600.0,160.43,160.74,158.55,19782170.0,159.07,160.47,158.88,19376940.0
193.9,191.63,197.18,191.45,46725710.0,199.0,199.85,193.79,50991030.0,205.55,206.01,202.25,34317760.0
225.75,223.52,228.35,222.57,41411350.0,224.94,225.0,219.84,49118510.0,218.01,224.3,216.56,35644510.0
178.25,175.88,177.5,174.44,33944110.0,175.23,177.75,173.8,66454720.0,166.41,169.2,165.27,52228910.0
170.4,171.66,171.79,167.0,45968040.0,165.0,170.09,163.33,61759000.0,173.49,174.49,168.3,41678680.0
188.39,193.9,194.48,185.93,60547340.0,191.63,197.18,191.45,46725710.0,199.0,199.85,193.79,50991030.0
123.38,123.09,123.61,122.12,44371580.0,125.32,125.74,123.9,42090320.0,126.2,127.09,125.06,50832950.0
93.79,96.04,96.63,93.34,133059000.0,99.93,100.88,98.07,71937310.0,101.52,101.53,99.21,51529980.0
206.43,210.16,210.45,207.2,21162560.0,208.5,209.32,206.66,21007650.0,204.1,205.72,203.32,15957630.0
106.7,106.57,107.68,106.16,32230590.0,107.71,107.81,104.08,50901380.0,107.12,108.87,106.55,34117030.0
115.92,115.85,116.51,115.75,21081620.0,115.8,116.33,114.76,28769220.0,116.65,117.2,115.43,30555900.0
158.23,157.5,157.89,155.11,26330070.0,157.86,159.5,156.72,27391950.0,160.52,160.71,157.84,27377960.0
279.57,277.0,280.79,276.98,32081110.0,271.46,275.3,270.93,33432810.0,267.78,272.56,267.32,34437040.0
330.25,323.35,331.75,323.23,34312550.0,324.39,325.62,320.78,21890090.0,324.66,326.2,322.3,26122800.0
189.75,191.52,192.65,190.42,15009800.0,191.08,191.84,190.9,12506830.0,189.53,191.41,189.31,18000180.0
208.46,203.65,207.23,203.61,22277930.0,205.79,206.5,202.36,20929310.0,204.0,205.88,203.7,18582160.0
116.81,116.86,117.38,116.33,24100150.0,117.25,117.76,113.8,19977160.0,118.18,118.21,117.45,24308210.0
217.86,222.3,222.64,219.34,22692880.0,218.93,222.99,216.76,28802550.0,221.16,221.83,217.27,30280450.0
173.0,169.88,173.09,169.85,28976200.0,170.97,172.48,168.2,34949690.0,172.58,174.23,172.08,26750260.0
133.47,133.08,133.82,132.75,22989980.0,132.46,132.94,132.05,20046250.0,131.65,132.45,131.12,28321440.0
286.25,289.96,294.53,288.35,45765970.0,284.73,289.67,283.89,34320200.0,285.08,285.83,278.2,28001190.0
93.48,93.33,93.57,92.11,33653020.0,93.0,93.77,92.59,32895650.0,93.37,93.45,91.85,43665160.0
105.01,106.93,106.93,105.52,31416910.0,106.64,108.09,106.06,30576980.0,107.88,108.0,106.23,32340620.0
153.17,153.97,154.17,152.38,24452750.0,153.42,154.43,153.33,20118620.0,154.0,154.24,153.31,21895020.0
108.78,109.72,109.9,108.88,25763840.0,108.65,110.42,108.6,45547590.0,104.89,107.79,104.88,31154910.0
204.28,203.46,205.14,199.67,27883360.0,203.16,206.44,202.59,36547440.0,201.02,212.14,200.83,47539790.0
171.39,170.1,171.0,169.7,22224400.0,171.05,171.21,169.25,20940020.0,168.99,170.66,168.42,23793830.0
113.46,113.65,114.23,113.2,26378910.0,113.87,115.21,113.45,36792100.0,115.39,115.86,114.1,31396130.0
225.64,218.43,220.96,215.13,30352690.0,223.06,223.58,217.93,35767260.0,225.07,228.22,224.2,36187160.0
157.86,160.52,160.71,157.84,27377960.0,161.94,162.51,160.15,27607370.0,160.66,162.2,160.14,29377630.0
261.13,261.55,262.79,260.92,21847230.0,258.3,262.47,258.28,20507460.0,258.69,260.44,256.85,17520500.0
268.6,270.0,270.8,264.91,32182650.0,267.48,271.0,267.3,26547490.0,263.79,265.89,262.73,18661340.0
93.13,96.52,96.92,93.69,46315620.0,95.86,97.33,95.19,46418230.0,95.0,96.84,94.08,45870130.0
93.97,93.99,94.72,92.51,68388840.0,97.61,97.88,94.25,82107120.0,96.0,98.71,95.68,114436300.0
113.63,113.38,114.18,112.52,50278030.0,113.67,115.37,113.66,46594220.0,112.21,114.3,111.87,73991000.0
147.5,147.16,147.45,145.15,34089190.0,145.74,146.09,142.51,72187710.0,155.19,155.19,146.02,64782910.0
141.91,141.6,142.15,141.01,20320420.0,142.94,143.35,140.06,30341520.0,143.6,143.88,142.9,18904680.0
189.5,185.42,188.43,185.2,17426160.0,185.26,186.41,184.28,16543880.0,187.79,187.95,183.54,13954810.0
160.43,159.07,160.47,158.88,19376940.0,158.23,160.0,158.02,21564890.0,157.5,157.89,155.11,26330070.0
250.9,242.8,245.7,238.97,32470020.0,240.34,245.15,236.9,41483490.0,246.5,248.72,239.13,44054640.0
204.59,204.09,205.87,204.0,16947420.0,202.45,204.0,202.2,17595210.0,203.31,204.39,201.71,20191840.0
97.79,97.6,97.84,96.63,40170200.0,99.02,99.54,98.33,29139100.0,99.6,100.4,98.82,42268040.0
220.42,214.52,219.5,212.32,52902320.0,225.46,226.35,216.05,41084070.0,223.64,227.27,222.25,26656630.0
151.78,149.99,151.83,149.16,44366140.0,152.02,152.27,150.56,46575410.0,155.8,155.8,152.75,37350060.0
313.59,311.85,315.5,309.55,30480880.0,316.7,317.57,312.17,40653460.0,311.64,317.07,311.15,30521720.0
141.0,140.72,141.02,140.26,19173780.0,139.41,140.75,139.03,25676720.0,139.3,139.65,138.84,15281850.0
140.91,139.39,141.22,138.62,23531670.0,141.5,141.74,140.35,22355140.0,141.26,141.58,140.61,20299310.0
99.02,99.25,99.87,98.96,22378380.0,97.99,101.89,97.55,23265200.0,97.79,98.27,97.45,28487570.0
148.7,144.53,148.55,143.8,57423650.0,143.98,145.72,142.0,91106840.0,154.89,158.85,154.23,35637070.0
180.0,175.49,179.12,175.35,31123000.0,170.32,173.07,169.5,23985960.0,173.87,174.44,172.02,24755470.0
144.45,144.71,145.13,142.28,31450520.0,144.49,146.11,143.16,22052920.0,145.01,146.16,143.62,24725210.0
120.96,121.11,121.81,120.62,33009110.0,121.85,122.69,120.18,39483400.0,123.13,123.82,121.62,44829060.0
194.99,194.61,195.96,193.61,19005150.0,193.06,194.85,192.43,16553500.0,192.45,193.66,192.05,18680930.0
207.86,205.86,207.19,205.06,26066130.0,209.43,212.05,201.0,46882840.0,213.19,214.44,210.75,22267820.0
156.91,156.29,157.42,156.2,17633730.0,156.89,157.69,155.5,21888930.0,156.61,157.75,155.96,23907540.0
171.0,170.1,170.78,169.71,21477380.0,170.8,171.47,169.68,33113340.0,174.68,175.42,174.5,16339690.0
234.9,232.95,237.64,232.31,41990210.0,227.93,230.44,227.3,28962980.0,227.03,227.79,225.64,19029420.0
105.47,106.48,107.07,105.9,25686350.0,105.25,107.29,105.21,32345430.0,105.93,107.65,105.14,35454230.0
199.46,198.58,199.85,198.01,17524150.0,199.2,200.14,196.21,27738580.0,200.85,201.0,198.44,20543190.0
284.69,280.53,284.25,280.37,24677880.0,282.23,282.65,278.56,69032740.0,279.5,281.18,278.95,24626950.0
351.34,354.64,356.56,345.15,66118950.0,351.41,353.45,349.22,24205100.0,355.15,355.4,351.09,28601630.0
156.25,155.79,156.33,153.66,26147280.0,155.48,158.13,154.32,33508960.0,154.11,154.48,151.74,25418110.0
97.41,97.17,97.7,97.12,24129530.0,96.75,97.65,96.73,23317990.0,96.49,96.89,96.05,28877500.0
216.6,214.65,217.05,214.6,18505780.0,214.1,216.36,213.84,18965930.0,216.8,217.19,214.03,25682700.0
117.64,115.76,117.49,115.5,46559730.0,114.92,115.05,113.32,27584020.0,111.38,114.24,111.0,37979570.0
122.6,122.32,122.57,121.71,33400950.0,123.15,123.5,122.27,36912040.0,123.38,123.91,122.55,33570380.0
144.53,143.98,145.72,142.0,91106840.0,154.89,158.85,154.23,35637070.0,158.53,159.36,156.48,34499390.0
110.27,113.76,114.02,109.77,84757780.0,111.65,112.56,110.32,54507300.0,108.97,110.45,108.51,49904460.0
150.85,152.88,153.7,151.51,26924630.0,152.5,153.97,150.86,35661200.0,151.29,154.53,149.63,45034370.0
159.32,156.6,158.57,156.07,26208970.0,159.9,160.0,154.63,39636190.0,159.26,161.27,159.11,26060430.0
183.9,182.25,183.3,180.92,30929740.0,180.0,182.67,179.37,32416800.0,175.49,179.12,175.35,31123000.0
99.44,99.68,100.73,98.64,56293490.0,98.67,99.74,98.11,38258300.0,97.22,98.09,96.84,35074380.0
104.81,106.05,106.07,104.0,33770220.0,104.41,106.15,104.41,38018910.0,104.19,104.55,103.68,27697970.0
129.08,127.74,128.57,127.35,35987630.0,125.72,127.15,125.58,33559770.0,126.04,126.37,125.04,31695870.0
108.58,106.96,109.43,106.86,30912260.0,107.59,107.69,106.18,26639930.0,109.0,109.0,107.95,13596680.0
116.8,116.74,117.5,116.68,21337310.0,115.8,117.38,115.75,27756760.0,116.47,116.5,115.65,44284660.0
147.17,145.13,147.16,145.11,35421310.0,145.77,146.7,145.12,19082170.0,145.52,146.07,144.61,21247590.0
121.99,132.85,132.92,130.32,73006780.0,130.97,132.97,130.7,55204920.0,129.08,129.62,128.31,45970470.0
212.0,208.39,209.48,207.32,19216820.0,206.43,206.98,204.22,20059570.0,210.16,210.45,207.2,21162560.0
323.5,315.77,319.23,315.35,20450750.0,318.66,320.89,315.87,25672210.0,316.68,319.52,316.2,27876220.0
166.11,163.25,166.15,160.23,60800480.0,156.25,158.13,154.11,39914850.0,155.79,156.33,153.66,26147280.0
173.87,174.67,175.49,173.94,20755140.0,175.94,176.0,174.54,19238480.0,175.69,177.75,173.97,27413060.0
263.68,263.75,264.88,262.1,22395560.0,261.13,264.78,261.07,25817590.0,261.55,262.79,260.92,21847230.0
155.02,153.9,155.81,153.78,26591850.0,154.34,154.45,153.46,25277680.0,153.58,155.45,152.89,27715140.0
95.0,95.42,96.04,94.28,37190500.0,96.47,96.71,95.4,40814360.0,94.79,97.34,94.35,64332440.0
174.17,174.87,175.42,173.25,23451420.0,175.03,175.39,174.09,27393660.0,174.88,177.2,174.86,29385650.0
186.12,187.25,188.35,184.94,25649240.0,186.35,187.2,185.73,20490090.0,185.14,186.33,183.45,33538550.0
172.05,172.36,174.82,171.77,40113790.0,169.79,173.09,169.0,50908540.0,163.05,167.54,162.88,40382890.0
113.69,113.0,113.18,112.34,24587490.0,111.64,113.39,111.55,29800240.0,114.42,114.79,111.55,52411070.0
184.1,185.23,187.28,184.03,24987260.0,182.99,186.53,182.54,24378480.0,183.4,184.92,180.73,31632320.0
178.54,179.26,180.62,178.05,37568080.0,179.1,180.48,178.16,38885510.0,176.35,179.39,176.21,37353670.0
158.6,157.06,158.92,156.67,21827400.0,156.07,157.4,155.69,20514810.0,157.05,157.21,155.02,26604140.0
154.2,153.08,155.88,153.0,30483120.0,150.27,153.39,150.05,28449940.0,150.85,151.27,149.22,32018540.0
131.65,131.35,132.22,131.22,22941650.0,130.54,132.09,130.45,38158410.0,129.13,130.5,128.9,26784530.0
205.97,201.92,204.72,201.69,31774720.0,204.3,204.39,198.17,66072170.0,209.55,213.65,205.43,91046560.0
204.9,206.83,207.76,205.12,18463850.0,207.36,208.48,207.05,17427570.0,204.43,207.75,203.9,23286380.0
111.62,110.8,112.34,110.8,32771760.0,109.34,110.5,108.66,27150570.0,108.97,110.61,108.83,29357940.0
185.23,182.99,186.53,182.54,24378480.0,183.4,184.92,180.73,31632320.0,186.12,186.15,184.7,27185130.0
267.48,263.79,265.89,262.73,18661340.0,261.07,263.31,260.68,16810390.0,258.31,259.53,256.29,29377270.0
113.76,111.65,112.56,110.32,54507300.0,108.97,110.45,108.51,49904460.0,112.49,112.78,110.04,53142590.0
109.88,108.01,111.01,107.55,57774940.0,109.07,109.62,107.31,63849470.0,110.17,111.54,108.73,66300930.0
191.55,192.42,192.88,190.44,21480120.0,191.39,192.61,191.15,16859020.0,191.35,191.97,190.21,18069930.0
152.45,153.63,153.94,152.11,25779060.0,153.87,154.88,153.45,38907940.0,149.03,153.7,149.03,48670440.0
